	DocName	Text	Agitation	Anger	Fear	Joy	Love	Sadness	Context	ID	label
802	Altes Bild Schoenaich-Carolath, Prinz Emil von [alt. Schönaich-Carolath, Prinz Emil von; Schoenaich-Carolath, Emil zu]	"Daß tief im Samt, dem dunkelvioletten,
Des Pagen Hand und ihre sich verketten —
Der alte Doge kniet im Stuhl und betet."	0.0	0.0	0.0	0.0	1.0	0.0	"Altes Bild
Schoenaich-Carolath, Prinz Emil von [alt. Schönaich-Carolath, Prinz Emil von; Schoenaich-Carolath, Emil zu] Der Markusdom, der bunte, klangumtönte,
Hat seine Pforten gähnend aufgeschlagen,
Am Hochaltar, wo Priester Kerzen tragen,
Tront stolz der Doge, der vom Volk gekrönte. Es lehnt an ihm in mädchenhaftem Zagen
Sein junges Weib, das holde, glückverschönte.
Ein Page, der an Schleppendienst gewöhnte,
Kniet stumm dabei in Puffenwams und Kragen. Der Weihrauch dampft, zu Ende geht die Messe,
Es blickt verklärt die schöne Dogaresse...
Doch sehen könnt ihr, wenn ihr näher tretet, Daß tief im Samt, dem dunkelvioletten,
Des Pagen Hand und ihre sich verketten —
Der alte Doge kniet im Stuhl und betet."	l0030378	LOVE
4296	Die Maske fort! Bredig, Katharina	"Ich habe mit Gewalt erstickt,
Was mein Gemüt bewegte,
So manchem Unsinn zugenickt,
Der Widerspruch erregte."	1.0	1.0	0.0	0.0	0.0	0.0	"Die Maske fort!
Bredig, Katharina Ich habe die Komödie satt!
Muß endlich mich befreien,
Was mich so lang gefoltert hat,
Mir von der Seele schreien! So wißt: ich habe oft gelacht
Ein schmerzlich falsches Lachen,
Mit Ekel Phrasen auch gemacht
Wie andre Leute machen! Ich habe mit Gewalt erstickt,
Was mein Gemüt bewegte,
So manchem Unsinn zugenickt,
Der Widerspruch erregte."	l00140132	AGITATION#ANGER
1007	Flatternde Locken Hamerling, Robert	"Du zürnst? Wie magst du mit dem Freunde rechten
Um eine Schleife, weichend aufgegangen?
Des Haares Schleifen sind nicht Gürtelspangen;
Und läßt die Locke nicht sich wieder flechten?"	0.0	1.0	0.0	0.0	1.0	0.0	"Flatternde Locken
Hamerling, Robert O knüpfe los die langen, goldnen Flechten,
Und laß sie lieblich flatternd niederhangen!
Viel süßer ist's mit wild umlockten Wangen
Der Küsse holden Wettkampf auszufechten! Du zürnst? Wie magst du mit dem Freunde rechten
Um eine Schleife, weichend aufgegangen?
Des Haares Schleifen sind nicht Gürtelspangen;
Und läßt die Locke nicht sich wieder flechten?"	l0080192	ANGER#LOVE
1763	Das Schloß Boncourt Chamisso, Adalbert von	"So stehst du, o Schloß meiner Väter,
Mir treu und fest in dem Sinn,
Und bist von der Erde verschwunden,
Der Pflug geht über dich hin."	1.0	0.0	0.0	0.0	0.0	0.0	"Hoch ragt aus schatt'gen Gehegen
Ein schimmerndes Schloß hervor,
Ich kenne die Thürme, die Zinnen,
Die steinerne Brücke, das Thor. Es schauen vom Wappenschilde
Die Löwen so traulich mich an,
Ich grüße die alten Bekannten,
Und eile den Burghof hinan. Dort liegt die Sphinx am Brunnen,
Dort grünt der Feigenbaum,
Dort, hinter diesen Fenstern,
Verträumt' ich den ersten Traum. Ich tret' in die Burgkapelle
Und suche des Ahnherrn Grab,
Dort ist's, dort hängt vom Pfeiler
Das alte Gewaffen herab. Noch lesen umflort die Augen
Die Züge der Inschrift nicht,
Wie hell durch die bunten Scheiben
Das Licht darüber auch bricht. So stehst du, o Schloß meiner Väter,
Mir treu und fest in dem Sinn,
Und bist von der Erde verschwunden,
Der Pflug geht über dich hin."	l00200015	AGITATION
6400	Ganz im Geheimen Königsbrunn-Schaup, Franz von [alt. Königsbrun-Schaup; Königsbrunn-Schaup]	"Stehn vor den Leuten wir,
Sprichst du kein Wort zu mir,
Bleibst ach so stolz und fern
Und hast mich doch so gern —
Ganz im Geheimen."	0.0	0.0	0.0	1.0	1.0	0.0	"Ganz im Geheimen
Königsbrunn-Schaup, Franz von [alt. Königsbrun-Schaup; Königsbrunn-Schaup] Stehn vor den Leuten wir,
Sprichst du kein Wort zu mir,
Bleibst ach so stolz und fern
Und hast mich doch so gern —
Ganz im Geheimen."	l0010125	JOY#LOVE
3846	Trost in Schmerzen Prutz, Robert [alt. Prutz, Robert Eduard]	"Und alles Weh, das seit der ersten Stunde
Der Menschheit Brust durchwühlt mit bangem Sehnen,
Es brennt in meiner Seele Grunde
Und lindert sich in milden Thränen."	0.0	0.0	0.0	0.0	1.0	1.0	"Da, bei dem düstern Glanz der Trauerkerzen,
Hab' ich zuerst begriffen und empfunden,
Dass es ein Glück auch giebt der Schmerzen
Und dass auch Rosen blühn aus Wunden. Als hätt' erst jetzt die Welt sich mir erschlossen,
Seitdem mein Auge überquillt von Zähren,
So seh' ich tausend Leidgenossen,
Die meine Trauer mir verklären. Wie anders jetzt nach frühverblühtem Lenze
Berührt die welke Blume mich am Wege,
Seit ich die winterlichen Kränze
Auf einen theuern Hügel lege! Wie anders hör' die Nachtigall ich schlagen,
Wie anders hallt mir's aus der Lerche Chören,
Seitdem man ihn dahingetragen,
Der keine Lerche mehr wird hören! Ja selbst am Himmel dort die ewgen Sterne,
Sie scheinen inniger mir zuzuwinken,
Seit ich in grenzenlose Ferne
Ein leuchtend Antlitz sah versinken. Und alles Weh, das seit der ersten Stunde
Der Menschheit Brust durchwühlt mit bangem Sehnen,
Es brennt in meiner Seele Grunde
Und lindert sich in milden Thränen."	l00160230	LOVE#SADNESS
7780	Rath Böttger, Adolf	"Das Herz, von Liebe still umhegt,
Treibt Blüth' und Früchte fort und fort,
Die keines Wetters Blitz zerschlägt,
Die keine Sommerschwüle dorrt."	0.0	1.0	0.0	1.0	1.0	0.0	"Rath
Böttger, Adolf Was Dich erfreut, was Dich bewegt,
Verschließ' es treu in Deiner Brust,
Der scheelen Blicke Neid erregt
Des Frohsinns blumenheitre Lust. Das Herz, von Liebe still umhegt,
Treibt Blüth' und Früchte fort und fort,
Die keines Wetters Blitz zerschlägt,
Die keine Sommerschwüle dorrt."	l0080069	ANGER#JOY#LOVE
4827	Sommerlieder Stern, Adolf	"Wohl regen sich, wenn der Frühling wirbt,
Gefühle noch und Triebe —
Ein eisiger Windhauch — Alles stirbt —
Nirgend Kraft und Liebe!"	1.0	0.0	0.0	0.0	1.0	1.0	"Vom Himmel warmer, goldner Strahl,
Südlichblau die Wellen,
Tiefgrünes Laub durchrauscht das Thal,
Glühende Rosen schwellen! Es drängen sich, im Strahl gereift,
Rings die Halme zu Garben,
So weit das Auge spähend schweift.
Volle Formen und Farben! Zu Blumen schuf des Sommers Gruß
All die Knospen und Blüthen,
Er küßte sie mit glüh'ndem Kuß,
Bis sie selbst erglühten! Laßt ruhen mich in Sommers Zelt,
Daß ich künde und sage:
Es fehlen heut der Menschenwelt
Eben die Sommertage! Ein kurzer Lenz — und Winter dann;
Ein flüchtig laues Beben,
Und eisig tritt der Tod heran —
Nirgend Gluth und Leben! Wohl regen sich, wenn der Frühling wirbt,
Gefühle noch und Triebe —
Ein eisiger Windhauch — Alles stirbt —
Nirgend Kraft und Liebe!"	l0080530	AGITATION#LOVE#SADNESS
8033	Frühlingsladung Jahn, Hermann Eduard	"Rings Frühlingslust und Frühlingspracht
In Haide, Moor und Hain;
Vorbei, vorbei des Winters Nacht,
Der Lenz, der Lenz ist aufgewacht,
Springt in die Welt hinein. —
Die Vöglein singen: Komm zu mir!
Die Blumen duften: Komm zu mir!
O komm zu mir, mein Lieb!"	0.0	0.0	0.0	1.0	1.0	0.0	"Frühlingsladung
Jahn, Hermann Eduard Rings Frühlingslust und Frühlingspracht
In Haide, Moor und Hain;
Vorbei, vorbei des Winters Nacht,
Der Lenz, der Lenz ist aufgewacht,
Springt in die Welt hinein. —
Die Vöglein singen: Komm zu mir!
Die Blumen duften: Komm zu mir!
O komm zu mir, mein Lieb!"	l00130423	JOY#LOVE
4640	Mädchenbitte Schanz, Frida	"Mädchenbitte
Schanz, Frida"	0.0	0.0	0.0	0.0	0.0	0.0	"Mädchenbitte
Schanz, Frida"	l0010201	NONE
4158	Noch diesen Kuß Spielhagen, Friedrich	"Noch diesen Kuß
Spielhagen, Friedrich"	0.0	0.0	0.0	0.0	0.0	0.0	"Noch diesen Kuß
Spielhagen, Friedrich"	l00200286	NONE
5108	1917 WALTER HASENCLEVER l00300211	"Tritt mit der Posaune des Jüngsten Gerichts
Hervor, o Mensch, aus tobendem Nichts!"	1.0	0.0	0.0	0.0	0.0	0.0	"Empfange die ungeliebte Qual
Aller Verstoßnen in diesem Mal. Ein letztes Aug, das am Äther trinkt,
Den Ruf, der in Verdammnis sinkt; Die brennende Wildnis der schreienden Luft,
Den rohen Stoß in die kalte Gruft. Wenn etwas in deiner Seele bebt,
Das dies Grauen noch überlebt, So laß es wachsen, auferstehn
Zum Sturm, wenn die Zeiten untergehn. Tritt mit der Posaune des Jüngsten Gerichts
Hervor, o Mensch, aus tobendem Nichts!"	l00300211	AGITATION
8068	Mein Dämon — weißt du noch — der wilde Traum? Preuschen, Hermione von [alt. Preuschen-Telmann, Hermine von]	"Wie Tiger eines mit dem anderen rang —
Und dann zu seliger Einheit sich umschlang. —"	1.0	0.0	0.0	0.0	1.0	0.0	"Wir saßen einsam, hoch auf dem Balkon,
Er war wie unsres Glückes erzener Thron. Blauschillerseide floß um meine Glieder —,
Auf die den Mund du preßtest immer wieder. Dann klang „Sakuntala“ dir von den Lippen,
Den süßen, brennenden Korallenklippen, An denen langsam die Vernunft versank
Und tief vom Taumelkelch der Sinne trank. In fieberschwangern Dschungelfinsternissen,
Die Krallen tief ins wilde Herz gerissen, Wie Tiger eines mit dem anderen rang —
Und dann zu seliger Einheit sich umschlang. —"	l00140060	AGITATION#LOVE
650	Es ist Dein Segen ohne Maß Dunker, Wilhelm [alt. Duncker, Wilhelm]	"O wenn Du eine Stätte hast,
Wohin Dein müdes Haupt sich legt,
Wenn eigen eine Seele Dir,
Die Dich nach Deinem Kummer frägt,
Und wenn der Gram, der in Dir ist,
Auch eine andre Brust erreicht,
Und wenn die Ruh', die Dich erfüllt,
Auch auf ein ander Herz sich neigt;
Wie ist Dein Segen ohne Maß,
Wie bist Du glücklich dann und reich,
O wie kommt alles Gut der Welt
Nie Deinem goldnen Theile gleich;
Wenn dieses Glück Dein eigen ist,
Bewahr' es als den höchsten Schatz,
Wirf Alles aus dem Herzen fort
Und räume nur für ihn den Platz.
Denn wäre Dein der Erde Gut
Und keine Seele wäre Dein,
Wie würdest Du bei allem Gold,
Wie arm bei allem Reichthum sein!
Wohl mancher sehnte sich danach,
Der eine halbe Welt besaß:
O wisse, Überglücklicher,
Es ist Dein Segen ohne Maß!"	0.0	0.0	0.0	1.0	1.0	1.0	"Es ist Dein Segen ohne Maß
Dunker, Wilhelm [alt. Duncker, Wilhelm] O wenn Du eine Stätte hast,
Wohin Dein müdes Haupt sich legt,
Wenn eigen eine Seele Dir,
Die Dich nach Deinem Kummer frägt,
Und wenn der Gram, der in Dir ist,
Auch eine andre Brust erreicht,
Und wenn die Ruh', die Dich erfüllt,
Auch auf ein ander Herz sich neigt;
Wie ist Dein Segen ohne Maß,
Wie bist Du glücklich dann und reich,
O wie kommt alles Gut der Welt
Nie Deinem goldnen Theile gleich;
Wenn dieses Glück Dein eigen ist,
Bewahr' es als den höchsten Schatz,
Wirf Alles aus dem Herzen fort
Und räume nur für ihn den Platz.
Denn wäre Dein der Erde Gut
Und keine Seele wäre Dein,
Wie würdest Du bei allem Gold,
Wie arm bei allem Reichthum sein!
Wohl mancher sehnte sich danach,
Der eine halbe Welt besaß:
O wisse, Überglücklicher,
Es ist Dein Segen ohne Maß!"	l0080114	JOY#LOVE#SADNESS
3052	Der April und die Sonne Meyern-Hohenberg, Gustav von [alt. Meyern, Gustav von]	"„Was hab' ich begangen? wie that ich ihr weh?“
So fragt er betäubt. Du Ärmster, mit nichten!
Brauchst hinter die Wolken dort nur, in der Höh',
Zu neuem Entzücken die Blicke zu richten!"	0.0	0.0	0.0	1.0	0.0	1.0	"Wer stets von der Sonne nur rühmen will,
Als ob sie ein Herz voll Liebe hätte,
Der höre das Schicksal des armen April
Und richte dann über die Erzkokette. Der junge April in der schönen Zeit,
Wo die Herzen noch nicht gelernt, sich zu schützen,
Sah nach der Sonne oft beiseit',
Das merkte die Sonne und wußt' es zu nützen. Erst huschte sie, räthselhaft fragend und doch
Ganz deutlich schon, über ihn weg mit dem Blicke:
Halt, dacht' er, was war das? — Doch zweifelt' er noch,
Es ging ihm beinahe zu rasch mit dem Glücke. Da ersah sie's und traf ihn mit glühendem Strahl
Um Mittag — dem war er nur zu empfänglich!
Ha, wie der elektrisch mit einem Mal
Das Herz ihm entzündete überschwenglich! O weh, jetzt war er in ihrer Gewalt,
Und grausam begann sie mit ihm zu scherzen,
Denn plötzlich blickt sie so kalt, so kalt,
Daß der junge Trieb ihm erstarrt im Herzen. „Was hab' ich begangen? wie that ich ihr weh?“
So fragt er betäubt. Du Ärmster, mit nichten!
Brauchst hinter die Wolken dort nur, in der Höh',
Zu neuem Entzücken die Blicke zu richten!"	l0080362	JOY#SADNESS
47	Lieder an Liane Hoechstetter, Sophie	"Du sollst an meiner Mutter stillem Herd
Die alten lieben, guten Worte hören,
Die alten Worte, die das Herz betören:
Von Heimatglück, von fernen Zeiten,
Von müden, lang erblaßten Leiden,
Die uns noch rühren."	0.0	0.0	0.0	1.0	0.0	1.0	"Ich wollte einmal dich in meiner Heimat grüßen,
Ich wollte einmal, daß zu deinen Füßen
Die Wege ziehen, die mir lang vertraut.
Ich wollte, daß mein stilles Land dir brächte
Sein tiefes Sehnen, seine hellen Nächte
Und du es sähest, wie ich es geschaut. Ich wollte einmal deine Lippen küssen —
Ich wollte einmal deine lieben, süßen,
Geliebten Augen auf mir ruhen sehn —
Ich wollte einmal — einmal nur dir sagen,
Wie lang dein Bild im Herzen ich getragen,
Und wie es ruht dort bis zum Untergehn. Dann aber? O ich weiß nicht, was noch wäre,
Still ruht die Sehnsucht, — ankerstill im Meere
Fragst du den Beter, was er noch begehrt,
Wenn ihm sein Gott die Seligkeit gewährt?
Fragst du den Schiffer, der den Hafen sieht,
Ob noch ein Wunsch durch seine Seele zieht? Ich wollte einmal deine Lippen küssen,
Ich wollte dich in meinem Hause grüßen —
Einmal mit dir allein sein — fern vom Leben.
Ich wollte einmal dir in erstem Schweigen
Die Heimat und mich selbst ganz dir zu eigen
Bedingungslos in deine Hände geben. Du sollst in meiner Mutter schönstem Bett
So ruhig schlafen, bis du nicht mehr müd' —
Und wenn dir dann der junge Tag erglüht,
Wird er dich wecken aus dem Traum der Nacht,
Daß dir erwacht
Der schönere Traum des Lebens. Du sollst an meiner Mutter stillem Herd
Die alten lieben, guten Worte hören,
Die alten Worte, die das Herz betören:
Von Heimatglück, von fernen Zeiten,
Von müden, lang erblaßten Leiden,
Die uns noch rühren."	l00140053	JOY#SADNESS
5402	Nixenkönigs Trost Oswalt, Kurt	"Nur Bolla blieb zurück am Strand,
Zum Trost für die verlassnen Kleinen;
Sie legte betend Hand in Hand,
Und mußte selbst herzinnig weinen."	0.0	0.0	1.0	1.0	0.0	1.0	"Sie tummeln froh auf grünem Plan,
Feldblumen winden sie zum Kranze,
Und lassen sich gar herzig an
Und reihen sich zum Ringeltanze. Da sieh — der Nixenkönig hold
Beginnet aus der Flut zu steigen,
Er rührt der Harfe Zaubergold
Frohlockend zu der Kinder Reigen. Keck trat der Knabe Nils herzu,
Und rief mit spöttischen Geberden:
„Geh', alter Nix! Was willst denn du?
Du kannst ja nimmer selig werden!“ Da füllt' ein Weheruf die Luft,
Die Saiten hört man springend gällen;
Wie eine Leiche in die Gruft,
So sank der Nix in dunkle Wellen. Die Nixenkinder hielten sich
In unbewußter Furcht umschlungen,
Und weinten laut und bitterlich;
Die andern sind voll Angst entsprungen. Nur Bolla blieb zurück am Strand,
Zum Trost für die verlassnen Kleinen;
Sie legte betend Hand in Hand,
Und mußte selbst herzinnig weinen."	l0020120	FEAR#JOY#SADNESS
592	Unsterblichkeit Prutz, Robert	"Zerfallen wirst du und verwehn —
Vielleicht schon heute kann's geschehn,
Vielleicht, noch heute frisch und roth,
Knickt dich am Morgen schon der Tod."	0.0	0.0	0.0	0.0	0.0	0.0	"Schon neigte sich der grüne Tag,
Schon wurde stumm der Vöglein Schlag,
Das Flüstern wurde stumm im Hain
Und selbst die Blumen schliefen ein. Kein Athem rings auf keinem Mund!
Es ruht der Schöpfung weites Rund,
Als wie ein Kind an Mutterbrust,
So sanft, so still, so unbewußt. Die Sterne nur mit ew'gem Gang
Gehn schweigend durch die Nacht entlang,
Mer Mond, ein treuer Wächtersmann,
Führt ihren Reigen leuchtend an. Das Alles war so, wird so sein
Viel tausend Jahre hinterdrein;
Nach vielen tausend Jahren wird
Der Mond noch sein der treue Hirt. Nur du allein, o Menschenbrust,
O du, in der der Erde Lust,
Der Erde Weh zusammenschäumt,
O du, die selbst ein Gott sich träumt: Zerfallen wirst du und verwehn —
Vielleicht schon heute kann's geschehn,
Vielleicht, noch heute frisch und roth,
Knickt dich am Morgen schon der Tod."	l0020128	NONE
3461	Am Strande des Meeres Eckstein, Ernst	"Aber mild und lächelnd auf die Grüfte
Goß der Lenz die blütenreiche Pracht ...
Melodieen rauschten durch die Lüfte,
Glutgestirne flammten durch die Nacht.
Nun begann die Hoffnung ihren Reigen,
Neu das Leben seinen Lauf ...
Aus des Herbstes halbvergess'nen Leichen
Sproßten tausend Kelche auf!"	0.0	0.0	0.0	1.0	1.0	1.0	"Am Strande des Meeres
Eckstein, Ernst Die du fromm und liebend mich geleitet
Durch des Lebens rätselvolles Land,
Die ums Haupt den Fittich mir gebreitet,
Wenn ich bang am Scheidewege stand:
In des Himmels ungeheurer Leere
Herrlich, wie auf wonnereicher Flur:
Dich begrüß' ich gläubig auch im Meere,
Allgewalt'ge Göttin, o Natur! Wo der Brandung Lilienbrüste schwellen,
Bis die Flut den dunklen Sand betaut;
Wo ins Blau der schaumgekrönten Wellen
Nur die Möwe hoch herniederschaut:
Ach, da schwebt den lichtumwobnen Blicken
Weh und Wonne schattengleich vorbei:
Wo der Gottheit Schauer mich entzücken,
Fühl' ich wieder mich als frei! Manchen Pfad bin sehnend ich gegangen;
Treulich hoffend wand ich mich hinan,
In die sel'gen Thäler zu gelangen
Und das Unvergängliche zu fahn.
Doch umsonst verlangte ich nach Gnade,
Doch vergeblich suchte ich das Glück:
Alle meine wechselvollen Pfade
Führten zur Natur zurück. Dämmernd, wie die Schatten ihrer Wogen,
Lag das Weh auf meinem düstren Sinn:
Um den Himmel fühlt' ich mich betrogen,
Nur die Klage deuchte mir Gewinn;
Alles sah ich sinken und verderben,
Was die Gunst der frohen Stunde gab ...
Alles Leben lebte, um zu sterben,
Selbst die Liebe sank ins Grab. Aber mild und lächelnd auf die Grüfte
Goß der Lenz die blütenreiche Pracht ...
Melodieen rauschten durch die Lüfte,
Glutgestirne flammten durch die Nacht.
Nun begann die Hoffnung ihren Reigen,
Neu das Leben seinen Lauf ...
Aus des Herbstes halbvergess'nen Leichen
Sproßten tausend Kelche auf!"	l00130100	JOY#LOVE#SADNESS
2882	Die Mondbewohner Eckstein, Ernst	"Hoch im Mond nur winkt der Friede
Und das Ziel des dunklen Sehnens ...
Leuchtend blüht die blaue Blume
Fern im Wunderland Selenens.“"	0.0	0.0	0.0	0.0	1.0	0.0	"Die Mondbewohner
Eckstein, Ernst Weil die qualbefangne Erde,
Stets mit Täuschung mich belohnte,
Sprach ich jüngst: „O teure Muse!
Auf! entführ mich nach dem Monde! Wunder sind dir ja ein Leichtes:
Geh, bei Zeus den Aar zu holen!
Leih mir Fausts berühmten Mantel
Oder Hermes' goldne Sohlen! Soll ich, not- und gramdurchschauert,
Ringen nach geträumtem Glücke?
Was die Erde mich gelehrt hat,
Bosheit war's, Verrat und Tücke. Ewig tönt der Ruf des Jammers
Aus der Menschheit bleichem Munde;
Ewig rinnt der Strom der Zähren,
Ewig brennt die Todeswunde ... Hoch im Mond nur winkt der Friede
Und das Ziel des dunklen Sehnens ...
Leuchtend blüht die blaue Blume
Fern im Wunderland Selenens.“"	l00130096	LOVE
6127	Verlassen Dransfeld, Hedwig l00140069	"Doch wie das Dunkel so traulich
Mir um die Seele sich schlingt,
Mutter, als wollt es verbergen,
Was in mir zittert und ringt."	0.0	1.0	0.0	0.0	0.0	1.0	"Verlassen
Dransfeld, Hedwig Wie in der Silberkaskade
Glitzernd die Sonne sich bricht! —
Mutter, o schließe das Fenster,
Mutter, mich tötet das Licht. Leg auf die glühenden Augen,
Mutter, die kühlende Hand,
Mutter, o lehr mich vergessen,
Daß meine Sonne entschwand. Leuchtender Tag ist's gewesen,
Ganz wie zum Lieben gemacht,
Aber die Nacht ist gekommen,
Mutter, die dunkelste Nacht. Seit ich am sonnigen Hange
Ströme des Glückes einst sog,
Mutter, da haß ich die Sonne,
Weil sie mich schmeichelnd betrog. Doch wie das Dunkel so traulich
Mir um die Seele sich schlingt,
Mutter, als wollt es verbergen,
Was in mir zittert und ringt."	l00140069	ANGER#SADNESS
4622	Allein Jahn, Hermann Eduard	"Das treuste Herz, das hier für dich geschlagen,
Das Mutterherz, es stockt für immer nun;
Die dich geschützt, die liebend dich getragen,
Die Hände jetzt erschlafft auf ewig ruhn.
Dort liegt sie, dort tief unterm kalten Sande,
Dein Klagen dringt zu ihr nicht mehr hinein,
Zerrissen ist das heiligste der Bande —
Du bist allein!"	0.0	0.0	0.0	0.0	1.0	1.0	"Allein
Jahn, Hermann Eduard Die Sonn' verlischt, die Abendschatten steigen
Dort aus der Haide so gespenstig grau;
Des Waldes tausend Blätterzungen schweigen,
Nur leise fällt von Ast zu Ast der Tau;
Die Blume schläft, der Sonne letzte Strahlen
Birgt sie getreu in ihres Busens Schrein — —
Nur du, nur du wachst noch in tiefen Qualen
Du bist allein! Das treuste Herz, das hier für dich geschlagen,
Das Mutterherz, es stockt für immer nun;
Die dich geschützt, die liebend dich getragen,
Die Hände jetzt erschlafft auf ewig ruhn.
Dort liegt sie, dort tief unterm kalten Sande,
Dein Klagen dringt zu ihr nicht mehr hinein,
Zerrissen ist das heiligste der Bande —
Du bist allein!"	l00130425	LOVE#SADNESS
5985	Deutsches Heimweh Endrulat, Bernhard	"Hei! Kugeln zischen hin und her,
Ein Feindesherz zu suchen,
Der Dampf wallt bläulich wie ein Meer
Ins grüne Laub der Buchen.
Weit übers Feld Signalruf gellt,
O lustig Tirailliren!
Und dann, das Bajonnet gefällt,
Mit Hurrah avanciren!"	0.0	1.0	0.0	1.0	0.0	0.0	"Deutsches Heimweh
Endrulat, Bernhard Als ich den blanken Degen mir
Einst um die Hüfte schnallte,
Mir hoch vom Haupt in ernster Zier
Der schwarze Haarbusch wallte,
Das war ein stolzer, deutscher Krieg,
Der tief mein Herz entzückte;
Doch mußt' ich trauern, daß der Sieg
Das schlechtre Banner schmückte. Seitdem ist mir, als ob sich recht
Ein Heimweh auf mich senke,
Wenn ich an Lager und Gefecht,
An Wacht und Runden denke.
Noch ist der Klang des Jägerhorns
Im Ohr mir nicht zerronnen,
Noch hör' ich, mit der Wucht des Zorns,
Den Sturmmarsch der Colonnen. Hei! Kugeln zischen hin und her,
Ein Feindesherz zu suchen,
Der Dampf wallt bläulich wie ein Meer
Ins grüne Laub der Buchen.
Weit übers Feld Signalruf gellt,
O lustig Tirailliren!
Und dann, das Bajonnet gefällt,
Mit Hurrah avanciren!"	l0020032	ANGER#JOY
1677	Den Dichtern Schanz, Julius [Pseud. Schanz, Uli]	"Wo ist im Wirrsal dieser Tage
Ein gottbegeisterter Poet,
Der in der Völker Not und Klage
Nicht opfermutig vorwärts geht? —
Ihm sei des Himmels Thor verschlossen,
Der nur vom eignen Leide singt,
Der nicht des Geistes volle Sprossen
Als Opfer, von Gesang umgossen,
Zum Hochaltar der Menschheit bringt."	0.0	0.0	0.0	0.0	0.0	1.0	"Den Dichtern
Schanz, Julius [Pseud. Schanz, Uli] Wo ist im Wirrsal dieser Tage
Ein gottbegeisterter Poet,
Der in der Völker Not und Klage
Nicht opfermutig vorwärts geht? —
Ihm sei des Himmels Thor verschlossen,
Der nur vom eignen Leide singt,
Der nicht des Geistes volle Sprossen
Als Opfer, von Gesang umgossen,
Zum Hochaltar der Menschheit bringt."	l00130277	SADNESS
6330	Monats-Lehren Gubitz, Friedrich W. [alt. Gubitz, F. W.]	"Nur frischen Muth! — denn Jedem kommt nach Plage
Die Weih-Nacht zu dem ew'gen Hoffnungstage!"	0.0	0.0	0.0	1.0	0.0	0.0	"Wem nicht im Juli reifet schon die Saat,
Der schlug sich selber durch versäumte That. Wohl Dem, der seines Wirkens sich erfreut,
Und vor gerechter Ernte sich nicht scheut. Des Menschen Leben ist kein Blumenspiel,
So wie Natur, hat's Fruchtgewinn zum Ziel. Das Alter wird dem Wein nicht nur zum Lobe,
Es ist auch uns'res Lebens beste Probe. Ob ihr der Speicher reiche Fülle preist,
Die schönste Fülle schaffet doch der Geist. Nur frischen Muth! — denn Jedem kommt nach Plage
Die Weih-Nacht zu dem ew'gen Hoffnungstage!"	l0080179	JOY
4820	Warte noch Rodenberg, Julius	"Wasser fließen, Wolken eilen...
Sieh, am Bache erstes Grün!
Liebes Herz, wo wirst du weilen,
Wenn die ersten Rosen blühn?"	0.0	0.0	0.0	0.0	1.0	0.0	"Warte noch
Rodenberg, Julius Warte noch ein kleines Weilchen,
Liebe Sonne, lieber Wind!
Bis die Primeln und die Veilchen
Auf der Wiese kommen sind. Wasser fließen, Wolken eilen...
Sieh, am Bache erstes Grün!
Liebes Herz, wo wirst du weilen,
Wenn die ersten Rosen blühn?"	l0010193	LOVE
5700	Heidemoor Schleker, Klara	"Denn ihr Hauch löscht aus alle Jugendkraft,
Daß jäh deine Lippe das Lachen vergißt,
Daß stumm du dich beugst in des Grames Haft,
Bis Liebe, Hoffen und Leidenschaft
So welk und tot wie die Heide ist."	0.0	0.0	0.0	1.0	1.0	1.0	"Heidemoor
Schleker, Klara Öd ist es und wüst ist es rings umher,
Öd ist es und fahl in der Heide Gebiet,
Wo moorige Rinnsale langsam und schwer
Die Wasser schleppen hinunter ins Meer,
Die verkrüppeltes Zwergholz am Ufer umkniet. O trauriges Land voll Nebelgequalm,
Das selten die Sonne in Himmelsblau schaut!
Gespenstisch im Rohre rauscht Halm an Halm,
Wenn die Frösche beginnen den Abendpsalm,
Wenn der Dunst um Heide und Ginster braut. Das ist im Lande die böse Stund,
Da hebt sich empor, was Ruhe nicht fand,
Da sucht nach Worten der Toten Mund,
Zu tun ihr Leid den Lebendigen kund —
Und wehe jeglichem, der sie verstand! Denn ihr Hauch löscht aus alle Jugendkraft,
Daß jäh deine Lippe das Lachen vergißt,
Daß stumm du dich beugst in des Grames Haft,
Bis Liebe, Hoffen und Leidenschaft
So welk und tot wie die Heide ist."	l00140102	JOY#LOVE#SADNESS
4226	Erlösung Falckenberg, Otto l0040150	"Da neben mir, ein leises, leises Weinen,
und deine Lippen brennen auf den meinen
so übervoll von wildem Leidverlangen — —"	0.0	0.0	0.0	0.0	1.0	1.0	"In meiner Seele ist das letzte Licht verglommen. Nun ragt um mich die starre Einsamkeit
wie schwarze Felsen riesenhaft empor,
nun fuhrt kein flügelweites Tor
aus diesem engen, tränenlosen Leid. So war ich nie allein. So ohne Wunsch und ohne Wille,
lebendig eingesargt in schwarzem Schrein
voll Grabesstille. Und doch, aus Tiefen, unergründlich weit,
gleich einer fremden, rätselvollen Kunde,
hör ich, wie heiß in mir das Leben schreit
durch diese ungeheure Todesstunde — —
— — — — — — — — Da neben mir, ein leises, leises Weinen,
und deine Lippen brennen auf den meinen
so übervoll von wildem Leidverlangen — —"	l0040150	LOVE#SADNESS
